species_raw
Abeillia abeillei
Bycanistes brevis
Bycanistes bucinator
Bycanistes cylindricus
Bycanistes fistulator
Bycanistes subcylindricus
Cacatua alba
Cacatua citrinocristata
Cacatua ducorpsii
Cacatua galerita
Cacatua goffiniana
Cacatua haematuropygia
Cacatua leadbeateri
Cacatua moluccensis
Cacatua ophthalmica
Cacatua pastinator
Cacatua sanguinea
Cacatua sulphurea
Cacatua tenuirostris
Cacicus cela
Cacicus chrysonotus
Cacicus chrysopterus
Cacicus haemorrhous
Cacicus koepckeae
Cacicus latirostris
Cacicus oseryi
Cacicus sclateri
Cacicus solitarius
Cacicus uropygialis
Cacomantis addendus
Cacomantis aeruginosus
Cacomantis blandus
Cacomantis castaneiventris
Cacomantis flabelliformis
Cacomantis merulinus
Cacomantis passerinus
Cacomantis sepulcralis
Cacomantis sonneratii
Cacomantis variolosus
Cacomantis virescens
Cairina moschata
Calamanthus campestris
Calamanthus fuliginosus
Calamanthus montanellus
Calamonastes fasciolatus
Calamonastes simplex
Calamonastes stierlingi
Calamonastes undosus
Calamonastides gracilirostris
Calamospiza melanocorys
Calandrella acutirostris
Calandrella blanfordi
Calandrella brachydactyla
Calandrella cinerea
Calandrella dukhunensis
Calandrella eremica
Calcarius lapponicus
Calcarius ornatus
Calcarius pictus
Calendulauda africanoides
Calendulauda albescens
Calendulauda burra
Calendulauda erythrochlamys
Calendulauda gilletti
Calendulauda poecilosterna
Calendulauda rufa
Calendulauda sabota
Calherodius leuconotus
Calicalicus madagascariensis
Calicalicus rufocarpalis
Calidris acuminata
Calidris alba
Calidris alpina
Calidris bairdii
Calidris canutus
Calidris falcinellus
Calidris ferruginea
Calidris fuscicollis
Calidris himantopus
Calidris maritima
Calidris mauri
Calidris melanotos
Calidris minuta
Calidris minutilla
Calidris ptilocnemis
Calidris pugnax
Calidris pusilla
Calidris pygmaea
Calidris ruficollis
Calidris subminuta
Calidris subruficollis
Calidris temminckii
Calidris tenuirostris
Calidris virgata
Caliechthrus leucolophus
Caligavis chrysops
Caligavis obscura
Caligavis subfrenata
Callacanthis burtoni
Callaeas cinereus
Callaeas wilsoni
Calliope calliope
Calliope obscura
Calliope pectardens
Calliope pectoralis
Calliope tschebaiewi
Callipepla californica
Callipepla douglasii
Callipepla gambelii
Callipepla squamata
Calliphlox amethystina
Callocephalon fimbriatum
Callonetta leucophrys
Calochaetes coccineus
Caloenas nicobarica
Calonectris borealis
Calonectris diomedea
Calonectris edwardsii
Calonectris leucomelas
Caloperdix oculeus
Caloramphus fuliginosus
Caloramphus hayii
Calothorax lucifer
Calothorax pulcher
Calypte anna
Calypte costae
Calyptocichla serinus
Calyptomena hosii
Calyptomena viridis
Calyptomena whiteheadi
Calyptophilus frugivorus
Calyptophilus tertius
Calyptorhynchus banksii
Calyptorhynchus lathami
Calyptura cristata
Camarhynchus heliobates
Camarhynchus pallidus
Camarhynchus parvulus
Camarhynchus pauper
Camarhynchus psittacula
Camaroptera brachyura
Camaroptera chloronota
Camaroptera harterti
Camaroptera superciliaris
Campephaga flava
Campephaga petiti
Campephaga phoenicea
Campephaga quiscalina
Campephilus gayaquilensis
Campephilus guatemalensis
Campephilus haematogaster
Campephilus imperialis
Campephilus leucopogon
Campephilus magellanicus
Campephilus melanoleucos
Campephilus pollens
Campephilus principalis
Campephilus robustus
Campephilus rubricollis
Campethera abingoni
Campethera bennettii
Campethera maculosa
Campethera mombassica
Campethera notata
Campethera nubica
Campethera punctuligera
Campethera scriptoricauda
Campethera taeniolaema
Campethera tullbergi
Campicoloides bifasciatus
Campochaera sloetii
Campocolinus albogularis
Campocolinus coqui
Campocolinus schlegelii
Camptostoma imberbe
Camptostoma obsoletum
Campylopterus calcirupicola
Campylopterus diamantinensis
Campylopterus duidae
Campylopterus ensipennis
Campylopterus falcatus
Campylopterus hemileucurus
Campylopterus hyperythrus
Campylopterus largipennis
Campylopterus phainopeplus
Campylopterus villaviscensio
Campylorhamphus falcularius
Campylorhamphus multostriatus
Campylorhamphus probatus
Campylorhamphus procurvoides
Campylorhamphus pusillus
Campylorhamphus trochilirostris
Campylorhynchus albobrunneus
Campylorhynchus brunneicapillus
Campylorhynchus capistratus
Campylorhynchus chiapensis
Campylorhynchus fasciatus
Campylorhynchus griseus
Campylorhynchus gularis
Campylorhynchus humilis
Campylorhynchus jocosus
Campylorhynchus megalopterus
Campylorhynchus nuchalis
Campylorhynchus rufinucha
Campylorhynchus turdinus
Campylorhynchus yucatanicus
Campylorhynchus zonatus
Canachites canadensis
Canirallus oculeus
Cantorchilus elutus
Cantorchilus griseus
Cantorchilus guarayanus
Cantorchilus leucopogon
Cantorchilus leucotis
Cantorchilus longirostris
Cantorchilus modestus
Cantorchilus nigricapillus
Cantorchilus semibadius
Cantorchilus superciliaris
Cantorchilus thoracicus
Cantorchilus zeledoni
Capito auratus
Capito aurovirens
Capito brunneipectus
Capito dayi
Capito fitzpatricki
Capito hypoleucus
Capito maculicoronatus
Capito niger
Capito quinticolor
Capito squamatus
Capito wallacei
Caprimulgus aegyptius
Caprimulgus affinis
Caprimulgus andamanicus
Caprimulgus asiaticus
Caprimulgus atripennis
Caprimulgus batesi
Caprimulgus celebensis
Caprimulgus clarus
Caprimulgus climacurus
Caprimulgus concretus
Caprimulgus donaldsoni
Caprimulgus europaeus
Caprimulgus eximius
Caprimulgus fossii
Caprimulgus fraenatus
Caprimulgus griseatus
Caprimulgus indicus
Caprimulgus inornatus
Caprimulgus jotaka
Caprimulgus longipennis
Caprimulgus macrurus
Caprimulgus madagascariensis
Caprimulgus mahrattensis
Caprimulgus manillensis
Caprimulgus meesi
Caprimulgus natalensis
Caprimulgus nubicus
Caprimulgus pectoralis
Caprimulgus phalaena
Caprimulgus poliocephalus
Caprimulgus prigoginei
Caprimulgus pulchellus
Caprimulgus ritae
Caprimulgus ruficollis
Caprimulgus rufigena
Caprimulgus solala
Caprimulgus stellatus
Caprimulgus tristigma
Caprimulgus vexillarius
Capsiempis flaveola
Caracara plancus
Cardellina canadensis
Cardellina pusilla
Cardellina rubra
Cardellina rubrifrons
Cardellina versicolor
Cardinalis cardinalis
Cardinalis phoeniceus
Cardinalis sinuatus
Carduelis caniceps
Carduelis carduelis
Carduelis citrinella
Carduelis corsicana
Cariama cristata
Caridonax fulgidus
Carpococcyx radiceus
Carpococcyx renauldi
Carpococcyx viridis
Carpodacus davidianus
Carpodacus dubius
Carpodacus edwardsii
Carpodacus erythrinus
Carpodacus formosanus
Carpodacus grandis
Carpodacus pulcherrimus
Carpodacus puniceus
Carpodacus rhodochlamys
Carpodacus roborowskii
Carpodacus rodochroa
Carpodacus rodopeplus
Carpodacus roseus
Carpodacus rubicilla
Carpodacus rubicilloides
Carpodacus sibiricus
Carpodacus sillemi
Carpodacus sipahi
Carpodacus stoliczkae
Carpodacus subhimachalus
Carpodacus synoicus
Carpodacus thura
Carpodacus trifasciatus
Carpodacus verreauxii
Carpodacus vinaceus
Carpodacus waltoni
Carpodectes antoniae
Carpodectes hopkei
Carpodectes nitidus
Carpornis cucullata
Carpornis melanocephala
Carpospiza brachydactyla
Carterornis castus
Carterornis chrysomela
Carterornis leucotis
Carterornis pileatus
Caryothraustes canadensis
Caryothraustes poliogaster
Casiornis fuscus
Casiornis rufus
Cassiculus melanicterus
Castanozoster thoracicus
Casuarius bennetti
Casuarius casuarius
Casuarius unappendiculatus
Catamblyrhynchus diadema
Catamenia analis
Catamenia homochroa
Catamenia inornata
Catharopeza bishopi
Cathartes aura
Cathartes burrovianus
Cathartes melambrotus
Catharus aurantiirostris
Catharus bicknelli
Catharus dryas
Catharus frantzii
Catharus fuscater
Catharus fuscescens
Catharus gracilirostris
Catharus guttatus
Catharus maculatus
Catharus mexicanus
Catharus minimus
Catharus occidentalis
Catharus ustulatus
Catherpes mexicanus
Catreus wallichii
Catriscus brevirostris
Ceblepyris caesius
Ceblepyris cinereus
Ceblepyris cucullatus
Ceblepyris graueri
Ceblepyris pectoralis
Cecropis abyssinica
Cecropis badia
Cecropis cucullata
Cecropis daurica
Cecropis hyperythra
Cecropis melanocrissus
Cecropis rufula
Cecropis semirufa
Cecropis senegalensis
Celebesica abbotti
Celeus castaneus
Celeus elegans
Celeus flavescens
Celeus flavus
Celeus galeatus
Celeus loricatus
Celeus lugubris
Celeus obrieni
Celeus ochraceus
Celeus spectabilis
Celeus torquatus
Celeus undatus
Centrocercus minimus
Centrocercus urophasianus
Centronyx bairdii
Centronyx henslowii
Centropus andamanensis
Centropus anselli
Centropus ateralbus
Centropus bengalensis
Centropus bernsteini
Centropus burchellii
Centropus celebensis
Centropus chalybeus
Centropus chlororhynchos
Centropus cupreicaudus
Centropus goliath
Centropus grillii
Centropus leucogaster
Centropus melanops
Centropus menbeki
Centropus milo
Centropus monachus
Centropus nigrorufus
Centropus phasianinus
Centropus rectunguis
Centropus senegalensis
Centropus sinensis
Centropus steerii
Centropus superciliosus
Centropus toulou
Centropus unirufus
Centropus violaceus
Centropus viridis
Cephalopterus glabricollis
Cephalopterus ornatus
Cephalopterus penduliger
Cephalopyrus flammiceps
Cepphus carbo
Cepphus columba
Cepphus grylle
Ceratogymna atrata
Ceratogymna elata
Ceratopipra chloromeros
Ceratopipra cornuta
Ceratopipra erythrocephala
Ceratopipra mentalis
Ceratopipra rubrocapilla
Cercibis oxycerca
Cercococcyx mechowi
Cercococcyx montanus
Cercococcyx olivinus
Cercomacra brasiliana
Cercomacra carbonaria
Cercomacra cinerascens
Cercomacra ferdinandi
Cercomacra manu
Cercomacra melanaria
Cercomacra nigricans
Cercomacroides fuscicauda
Cercomacroides laeta
Cercomacroides nigrescens
Cercomacroides parkeri
Cercomacroides serva
Cercomacroides tyrannina
Cercotrichas galactotes
Cercotrichas hartlaubi
Cercotrichas leucophrys
Cercotrichas paena
Cercotrichas podobe
Cereopsis novaehollandiae
Cerorhinca monocerata
Certhia americana
Certhia brachydactyla
Certhia discolor
Certhia familiaris
Certhia himalayana
Certhia hodgsoni
Certhia manipurensis
Certhia nipalensis
Certhia tianquanensis
Certhiasomus stictolaemus
Certhiaxis cinnamomeus
Certhiaxis mustelinus
Certhidea fusca
Certhidea olivacea
Certhilauda chuana
Certhilauda curvirostris
Certhilauda semitorquata
Certhilauda subcoronata
Certhionyx variegatus
Ceryle rudis
Cettia brunnifrons
Cettia castaneocoronata
Cettia cetti
Cettia major
Ceuthmochares aereus
Ceuthmochares australis
Ceyx argentatus
Ceyx azureus
Ceyx cajeli
Ceyx collectoris
Ceyx cyanopectus
Ceyx dispar
Ceyx erithaca
Ceyx fallax
Ceyx flumenicola
Ceyx gentianus
Ceyx lepidus
Ceyx margarethae
Ceyx meeki
Ceyx melanurus
Ceyx mulcatus
Ceyx nigromaxilla
Ceyx pusillus
Ceyx rufidorsa
Ceyx sacerdotis
Ceyx sangirensis
Ceyx solitarius
Ceyx wallacii
Ceyx websteri
Chaetocercus astreans
Chaetocercus berlepschi
Chaetocercus bombus
Chaetocercus heliodor
Chaetocercus jourdanii
Chaetocercus mulsant
Chaetops aurantius
Chaetops frenatus
Chaetorhynchus papuensis
Chaetura andrei
Chaetura brachyura
Chaetura chapmani
Chaetura cinereiventris
Chaetura egregia
Chaetura fumosa
Chaetura martinica
Chaetura meridionalis
Chaetura pelagica
Chaetura spinicaudus
Chaetura vauxi
Chalcites basalis
Chalcites crassirostris
Chalcites lucidus
Chalcites megarhynchus
Chalcites meyerii
Chalcites minutillus
Chalcites osculans
Chalcites ruficollis
Chalcomitra adelberti
Chalcomitra amethystina
Chalcomitra balfouri
Chalcomitra fuliginosa
Chalcomitra hunteri
Chalcomitra rubescens
Chalcomitra senegalensis
Chalcoparia singalensis
Chalcophaps indica
Chalcophaps longirostris
Chalcophaps stephani
Chalcopsitta atra
Chalcopsitta cardinalis
Chalcopsitta duivenbodei
Chalcopsitta fuscata
Chalcopsitta scintillata
Chalcostigma herrani
Chalcostigma heteropogon
Chalcostigma olivaceum
Chalcostigma ruficeps
Chalcostigma stanleyi
Chalcothraupis ruficervix
Chalybura buffonii
Chalybura urochrysia
Chamaea fasciata
Chamaepetes goudotii
Chamaepetes unicolor
Chamaetylas choloensis
Chamaetylas fuelleborni
Chamaetylas poliocephala
Chamaetylas poliophrys
Chamaeza campanisona
Chamaeza meruloides
Chamaeza mollissima
Chamaeza nobilis
Chamaeza ruficauda
Chamaeza turdina
Charadrius hiaticula
Charadrius melodus
Charadrius semipalmatus
Charadrius vociferus
Charitospiza eucosma
Charminetta wilhelminae
Charmosyna josefinae
Charmosyna multistriata
Charmosyna papou
Charmosyna stellae
Charmosynopsis pulchella
Charmosynopsis toxopei
Chasiempis ibidis
Chasiempis sandwichensis
Chasiempis sclateri
Chauna chavaria
Chauna torquata
Chelictinia riocourii
Chelidoptera tenebrosa
Chelidorhynx hypoxanthus
Chenonetta jubata
Chenorhamphus campbelli
Chenorhamphus grayi
Cheramoeca leucosterna
Chersomanes albofasciata
Chersomanes beesleyi
Chersophilus duponti
Chionis albus
Chionis minor
Chionomesa fimbriata
Chionomesa lactea
Chiroxiphia bokermanni
Chiroxiphia boliviana
Chiroxiphia caudata
Chiroxiphia galeata
Chiroxiphia lanceolata
Chiroxiphia linearis
Chiroxiphia pareola
Chlamydera cerviniventris
Chlamydera guttata
Chlamydera lauterbachi
Chlamydera maculata
Chlamydera nuchalis
Chlamydochaera jefferyi
Chlamydotis macqueenii
Chlamydotis undulata
Chlidonias albostriatus
Chlidonias hybrida
Chlidonias leucopterus
Chlidonias niger
Chloebia gouldiae
Chloephaga hybrida
Chloephaga picta
Chloephaga poliocephala
Chloephaga rubidiceps
Chlorestes candida
Chlorestes cyanus
Chlorestes eliciae
Chlorestes julie
Chlorestes notata
Chloris ambigua
Chloris chloris
Chloris monguilloti
Chloris sinica
Chloris spinoides
Chloroceryle aenea
Chloroceryle amazona
Chloroceryle americana
Chloroceryle inda
Chlorochrysa calliparaea
Chlorochrysa nitidissima
Chlorochrysa phoenicotis
Chlorocichla falkensteini
Chlorocichla flaviventris
Chlorocichla laetissima
Chlorocichla prigoginei
Chlorocichla simplex
Chlorodrepanis flava
Chlorodrepanis stejnegeri
Chlorodrepanis virens
Chlorophanes spiza
Chlorophoneus bocagei
Chlorophoneus kupeensis
Chlorophoneus multicolor
Chlorophoneus nigrifrons
Chlorophoneus olivaceus
Chlorophoneus sulfureopectus
Chlorophonia callophrys
Chlorophonia cyanea
Chlorophonia cyanocephala
Chlorophonia elegantissima
Chlorophonia flavifrons
Chlorophonia flavirostris
Chlorophonia musica
Chlorophonia occipitalis
Chlorophonia pyrrhophrys
Chlorophonia sclateri
Chloropicus namaquus
Chloropicus pyrrhogaster
Chloropicus xantholophus
Chloropipo flavicapilla
Chloropipo unicolor
Chloropsis aurifrons
Chloropsis cochinchinensis
Chloropsis cyanopogon
Chloropsis flavipennis
Chloropsis hardwickii
Chloropsis jerdoni
Chloropsis kinabaluensis
Chloropsis media
Chloropsis moluccensis
Chloropsis palawanensis
Chloropsis sonnerati
Chloropsis venusta
Chlorornis riefferii
Chlorospingus canigularis
Chlorospingus flavigularis
Chlorospingus flavopectus
Chlorospingus inornatus
Chlorospingus parvirostris
Chlorospingus pileatus
Chlorospingus semifuscus
Chlorospingus tacarcunae
Chlorostilbon alice
Chlorostilbon assimilis
Chlorostilbon gibsoni
Chlorostilbon lucidus
Chlorostilbon melanorhynchus
Chlorostilbon mellisugus
Chlorostilbon olivaresi
Chlorostilbon poortmani
Chlorostilbon russatus
Chlorostilbon stenurus
Chlorothraupis carmioli
Chlorothraupis frenata
Chlorothraupis olivacea
Chlorothraupis stolzmanni
Chondestes grammacus
Chondrohierax uncinatus
Chondrohierax wilsonii
Chordeiles acutipennis
Chordeiles gundlachii
Chordeiles minor
Chordeiles nacunda
Chordeiles pusillus
Chordeiles rupestris
Chroicocephalus brunnicephalus
Chroicocephalus bulleri
Chroicocephalus cirrocephalus
Chroicocephalus genei
Chroicocephalus hartlaubii
Chroicocephalus maculipennis
Chroicocephalus novaehollandiae
Chroicocephalus philadelphia
Chroicocephalus ridibundus
Chroicocephalus serranus
Chrysococcyx caprius
Chrysococcyx cupreus
Chrysococcyx flavigularis
Chrysococcyx klaas
Chrysococcyx maculatus
Chrysococcyx xanthorhynchus
Chrysocolaptes erythrocephalus
Chrysocolaptes festivus
Chrysocolaptes guttacristatus
Chrysocolaptes haematribon
Chrysocolaptes lucidus
Chrysocolaptes socialis
Chrysocolaptes stricklandi
Chrysocolaptes strictus
Chrysocolaptes validus
Chrysocolaptes xanthocephalus
Chrysocorythus estherae
Chrysocorythus mindanensis
Chrysolampis mosquitus
Chrysolophus amherstiae
Chrysolophus pictus
Chrysomma altirostre
Chrysomma sinense
Chrysomus icterocephalus
Chrysomus ruficapillus
Chrysophlegma flavinucha
Chrysophlegma mentale
Chrysophlegma miniaceum
Chrysothlypis chrysomelas
Chrysothlypis salmoni
Chrysuronia boucardi
Chrysuronia brevirostris
Chrysuronia coeruleogularis
Chrysuronia goudoti
Chrysuronia grayi
Chrysuronia humboldtii
Chrysuronia leucogaster
Chrysuronia lilliae
Chrysuronia oenone
Chrysuronia versicolor
Chunga burmeisteri
Cichladusa arquata
Cichladusa guttata
Cichladusa ruficauda
Cichlocolaptes leucophrus
Cichlopsis leucogenys
Cicinnurus regius
Ciconia abdimii
Ciconia boyciana
Ciconia ciconia
Ciconia episcopus
Ciconia maguari
Ciconia microscelis
Ciconia nigra
Ciconia stormi
Cinclidium frontale
Cinclocerthia gutturalis
Cinclocerthia ruficauda
Cinclodes albidiventris
Cinclodes albiventris
Cinclodes antarcticus
Cinclodes aricomae
Cinclodes atacamensis
Cinclodes comechingonus
Cinclodes excelsior
Cinclodes fuscus
Cinclodes nigrofumosus
Cinclodes olrogi
Cinclodes oustaleti
Cinclodes pabsti
Cinclodes palliatus
Cinclodes patagonicus
Cinclodes taczanowskii
Cincloramphus bivittatus
Cincloramphus cruralis
Cincloramphus grosvenori
Cincloramphus llaneae
Cincloramphus macrurus
Cincloramphus mariae
Cincloramphus mathewsi
Cincloramphus rubiginosus
Cincloramphus rufus
Cincloramphus timoriensis
Cincloramphus turipavae
Cincloramphus whitneyi
Cinclosoma ajax
Cinclosoma alisteri
Cinclosoma castaneothorax
Cinclosoma castanotum
Cinclosoma cinnamomeum
Cinclosoma clarum
Cinclosoma marginatum
Cinclosoma punctatum
Cinclus cinclus
Cinclus leucocephalus
Cinclus mexicanus
Cinclus pallasii
Cinclus schulzii
Cinnycerthia fulva
Cinnycerthia olivascens
Cinnycerthia peruana
Cinnycerthia unirufa
Cinnyricinclus leucogaster
Cinnyris afer
Cinnyris asiaticus
Cinnyris aurora
Cinnyris batesi
Cinnyris bifasciatus
Cinnyris bouvieri
Cinnyris buettikoferi
Cinnyris chalcomelas
Cinnyris chalybeus
Cinnyris chloropygius
Cinnyris clementiae
Cinnyris coccinigastrus
Cinnyris comorensis
Cinnyris congensis
Cinnyris coquerellii
Cinnyris cupreus
Cinnyris dussumieri
Cinnyris erythrocercus
Cinnyris frenatus
Cinnyris fuelleborni
Cinnyris fuscus
Cinnyris gertrudis
Cinnyris habessinicus
Cinnyris hellmayri
Cinnyris humbloti
Cinnyris idenburgi
Cinnyris infrenatus
Cinnyris johannae
Cinnyris jugularis
Cinnyris lotenius
Cinnyris loveridgei
Cinnyris ludovicensis
Cinnyris manoensis
Cinnyris mariquensis
Cinnyris mediocris
Cinnyris melanogastrus
Cinnyris minullus
Cinnyris moreaui
Cinnyris nectarinioides
Cinnyris neergaardi
Cinnyris notatus
Cinnyris ornatus
Cinnyris osea
Cinnyris oustaleti
Cinnyris pembae
Cinnyris prigoginei
Cinnyris pulchellus
Cinnyris regius
Cinnyris reichenowi
Cinnyris rockefelleri
Cinnyris rufipennis
Cinnyris shelleyi
Cinnyris solaris
Cinnyris sovimanga
Cinnyris stuhlmanni
Cinnyris superbus
Cinnyris talatala
Cinnyris teysmanni
Cinnyris tsavoensis
Cinnyris ursulae
Cinnyris usambaricus
Cinnyris venustus
Circaetus beaudouini
Circaetus cinerascens
